 location ,cause,year,death
African Region,Ectopic pregnancy,2016,226032.4703
African Region,Indirect maternal deaths,2016,441341.1688
African Region,Late maternal deaths,2016,408466.9032
African Region,Other maternal disorders,2016,799830.9134
African Region,Maternal abortion and miscarriage,2016,874916.6874
Western Pacific Region,Maternal hemorrhage,2015,139974.9833
Western Pacific Region,Maternal sepsis and other maternal infections,2015,31280.18617
Western Pacific Region,Maternal hypertensive disorders,2015,79870.63042
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,2014,2522.566024
South-East Asia Region,Maternal abortion and miscarriage,2014,200560.3802
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,2015,443.5305065
African Region,Maternal abortion and miscarriage,2014,949711.7958
South-East Asia Region,Maternal hemorrhage,2016,1421099.217
South-East Asia Region,Maternal sepsis and other maternal infections,2016,184267.4543
South-East Asia Region,Maternal hypertensive disorders,2016,434385.0451
South-East Asia Region,Maternal obstructed labor and uterine rupture,2016,326832.3107
South-East Asia Region,Ectopic pregnancy,2016,86493.36491
South-East Asia Region,Indirect maternal deaths,2016,580483.5241
Eastern Mediterranean Region,Maternal abortion and miscarriage,2015,156462.1127
South-East Asia Region,Maternal hemorrhage,2014,1615568.614
African Region,Maternal hemorrhage,2015,1139689.477
African Region,Maternal sepsis and other maternal infections,2015,731556.5669
African Region,Maternal hypertensive disorders,2015,719691.0117
African Region,Maternal obstructed labor and uterine rupture,2015,477569.8605
African Region,Ectopic pregnancy,2015,225271.9564
African Region,Indirect maternal deaths,2015,429326.3337
African Region,Late maternal deaths,2015,404719.2458
African Region,Other maternal disorders,2015,794548.913
Region of the Americas,Maternal abortion and miscarriage,2014,69550.58813
European Region,Maternal deaths aggravated by HIV/AIDS,2014,92.93610353
Region of the Americas,Maternal sepsis and other maternal infections,2016,62219.37691
Region of the Americas,Maternal hypertensive disorders,2016,137815.6744
Region of the Americas,Maternal obstructed labor and uterine rupture,2016,16374.24573
Region of the Americas,Ectopic pregnancy,2016,13456.73726
Region of the Americas,Indirect maternal deaths,2016,109497.623
Region of the Americas,Late maternal deaths,2016,53398.47519
Region of the Americas,Other maternal disorders,2016,116079.1664
African Region,Maternal deaths aggravated by HIV/AIDS,2016,83892.0349
Region of the Americas,Maternal hemorrhage,2016,118345.9187
African Region,Maternal deaths aggravated by HIV/AIDS,2014,89521.60608
European Region,Maternal sepsis and other maternal infections,2016,11958.65431
European Region,Maternal hypertensive disorders,2016,23656.55435
European Region,Maternal obstructed labor and uterine rupture,2016,7268.018711
European Region,Ectopic pregnancy,2016,2149.113441
European Region,Indirect maternal deaths,2016,11536.54378
European Region,Late maternal deaths,2016,3271.670696
European Region,Other maternal disorders,2016,42954.3378
European Region,Maternal hemorrhage,2014,32289.70277
European Region,Maternal sepsis and other maternal infections,2014,12586.64399
European Region,Maternal hypertensive disorders,2014,25153.13158
European Region,Maternal obstructed labor and uterine rupture,2014,7446.406471
European Region,Ectopic pregnancy,2014,2318.414053
Western Pacific Region,Maternal obstructed labor and uterine rupture,2015,27228.49659
Western Pacific Region,Ectopic pregnancy,2015,13107.54089
Western Pacific Region,Indirect maternal deaths,2015,77596.52637
Western Pacific Region,Late maternal deaths,2015,6242.04605
Western Pacific Region,Other maternal disorders,2015,92863.721
Western Pacific Region,Maternal abortion and miscarriage,2015,28810.04259
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,2014,2087.757225
Region of the Americas,Maternal hemorrhage,2014,129030.3187
South-East Asia Region,Maternal sepsis and other maternal infections,2014,232684.6887
South-East Asia Region,Maternal hypertensive disorders,2014,482733.8816
South-East Asia Region,Maternal obstructed labor and uterine rupture,2014,346667.9253
South-East Asia Region,Ectopic pregnancy,2014,94241.33933
South-East Asia Region,Indirect maternal deaths,2014,595057.9202
Region of the Americas,Maternal hemorrhage,2015,124699.0928
African Region,Maternal deaths aggravated by HIV/AIDS,2015,86176.24651
African Region,Maternal abortion and miscarriage,2015,909995.2872
Western Pacific Region,Maternal obstructed labor and uterine rupture,2014,26412.83745
Western Pacific Region,Ectopic pregnancy,2014,12952.33348
Western Pacific Region,Indirect maternal deaths,2014,76738.53708
Western Pacific Region,Late maternal deaths,2014,6140.601274
Western Pacific Region,Other maternal disorders,2014,91580.401
Eastern Mediterranean Region,Maternal deaths aggravated by HIV/AIDS,2014,1235.588311
Western Pacific Region,Maternal hemorrhage,2014,141534.2296
Western Pacific Region,Maternal sepsis and other maternal infections,2014,31977.83946
Western Pacific Region,Maternal hypertensive disorders,2014,79378.11756
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,2016,2305.9472
Eastern Mediterranean Region,Maternal abortion and miscarriage,2014,164659.7649
Western Pacific Region,Maternal abortion and miscarriage,2014,29668.37749
Region of the Americas,Maternal sepsis and other maternal infections,2015,65089.81133
Region of the Americas,Maternal hypertensive disorders,2015,145712.8909
Region of the Americas,Maternal obstructed labor and uterine rupture,2015,16999.41815
Region of the Americas,Ectopic pregnancy,2015,13879.57974
Region of the Americas,Indirect maternal deaths,2015,114944.2282
Region of the Americas,Late maternal deaths,2015,52415.10032
Region of the Americas,Other maternal disorders,2015,118056.175
European Region,Maternal abortion and miscarriage,2016,7538.573452
Region of the Americas,Maternal abortion and miscarriage,2015,66644.09201
Region of the Americas,Maternal deaths aggravated by HIV/AIDS,2015,2075.381982
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,2014,443.5814568
South-East Asia Region,Late maternal deaths,2015,176273.4838
South-East Asia Region,Other maternal disorders,2015,620429.8774
South-East Asia Region,Maternal hemorrhage,2015,1512855.748
South-East Asia Region,Maternal sepsis and other maternal infections,2015,204868.3029
South-East Asia Region,Maternal hypertensive disorders,2015,456654.3165
South-East Asia Region,Maternal obstructed labor and uterine rupture,2015,338545.5012
South-East Asia Region,Ectopic pregnancy,2015,89563.0265
South-East Asia Region,Indirect maternal deaths,2015,585899.0484
European Region,Maternal deaths aggravated by HIV/AIDS,2016,108.1941135
Eastern Mediterranean Region,Maternal hemorrhage,2016,485297.7088
Eastern Mediterranean Region,Maternal sepsis and other maternal infections,2016,180896.6715
Eastern Mediterranean Region,Maternal hypertensive disorders,2016,511948.8372
Eastern Mediterranean Region,Maternal obstructed labor and uterine rupture,2016,113047.3931
Eastern Mediterranean Region,Ectopic pregnancy,2016,36983.95255
Eastern Mediterranean Region,Indirect maternal deaths,2016,192339.0031
Eastern Mediterranean Region,Late maternal deaths,2016,86348.39806
Eastern Mediterranean Region,Other maternal disorders,2016,203279.8431
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,2015,2382.446252
South-East Asia Region,Maternal abortion and miscarriage,2015,177822.2042
European Region,Maternal hemorrhage,2015,31544.29781
Eastern Mediterranean Region,Maternal deaths aggravated by HIV/AIDS,2016,1221.052004
European Region,Maternal sepsis and other maternal infections,2015,12326.31454
European Region,Maternal hypertensive disorders,2015,24737.58059
European Region,Maternal obstructed labor and uterine rupture,2015,7382.095278
European Region,Ectopic pregnancy,2015,2228.971818
European Region,Indirect maternal deaths,2015,11849.65645
European Region,Late maternal deaths,2015,3304.658822
European Region,Other maternal disorders,2015,43928.59818
Eastern Mediterranean Region,Maternal abortion and miscarriage,2016,148417.2729
Western Pacific Region,Maternal obstructed labor and uterine rupture,2016,28383.5594
Western Pacific Region,Ectopic pregnancy,2016,13580.66848
Western Pacific Region,Indirect maternal deaths,2016,81493.86652
Western Pacific Region,Late maternal deaths,2016,6345.022304
Western Pacific Region,Other maternal disorders,2016,95331.07884
European Region,Maternal deaths aggravated by HIV/AIDS,2015,102.6088184
European Region,Maternal abortion and miscarriage,2015,7980.576514
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,2016,434.4492052
Eastern Mediterranean Region,Maternal hemorrhage,2015,497931.8297
Eastern Mediterranean Region,Maternal sepsis and other maternal infections,2015,184541.4384
Eastern Mediterranean Region,Maternal hypertensive disorders,2015,518153.7329
Eastern Mediterranean Region,Maternal obstructed labor and uterine rupture,2015,110228.4851
Eastern Mediterranean Region,Ectopic pregnancy,2015,36671.52237
Eastern Mediterranean Region,Indirect maternal deaths,2015,188900.953
Eastern Mediterranean Region,Late maternal deaths,2015,85489.5256
Eastern Mediterranean Region,Other maternal disorders,2015,204014.0709
Western Pacific Region,Maternal hemorrhage,2016,137625.2442
Western Pacific Region,Maternal sepsis and other maternal infections,2016,30248.78906
Western Pacific Region,Maternal hypertensive disorders,2016,80063.43195
Western Pacific Region,Maternal abortion and miscarriage,2016,27678.1871
South-East Asia Region,Maternal deaths aggravated by HIV/AIDS,2017,2232.14955
European Region,Maternal deaths aggravated by HIV/AIDS,2017,113.3121777
South-East Asia Region,Maternal abortion and miscarriage,2017,143847.9052
European Region,Maternal hemorrhage,2017,29484.08113
European Region,Maternal sepsis and other maternal infections,2017,11604.15999
European Region,Maternal hypertensive disorders,2017,22642.55425
European Region,Maternal obstructed labor and uterine rupture,2017,7130.37672
European Region,Ectopic pregnancy,2017,2053.722782
European Region,Indirect maternal deaths,2017,11190.08454
European Region,Late maternal deaths,2017,3342.528616
European Region,Other maternal disorders,2017,42265.21203
Eastern Mediterranean Region,Maternal deaths aggravated by HIV/AIDS,2017,1225.565643
European Region,Maternal abortion and miscarriage,2017,7216.894212
Eastern Mediterranean Region,Maternal hemorrhage,2017,469267.8811
Eastern Mediterranean Region,Maternal sepsis and other maternal infections,2017,178470.2968
Eastern Mediterranean Region,Maternal hypertensive disorders,2017,501728.4023
Eastern Mediterranean Region,Maternal obstructed labor and uterine rupture,2017,114937.1556
Eastern Mediterranean Region,Ectopic pregnancy,2017,37255.16846
Eastern Mediterranean Region,Indirect maternal deaths,2017,195942.0022
Eastern Mediterranean Region,Late maternal deaths,2017,86921.41799
Eastern Mediterranean Region,Other maternal disorders,2017,203135.1147
Western Pacific Region,Maternal hemorrhage,2017,129793.1392
Western Pacific Region,Maternal sepsis and other maternal infections,2017,28814.27938
Western Pacific Region,Maternal hypertensive disorders,2017,76777.1896
Eastern Mediterranean Region,Maternal abortion and miscarriage,2017,141015.0495
Western Pacific Region,Maternal deaths aggravated by HIV/AIDS,2017,429.9356479
Western Pacific Region,Maternal obstructed labor and uterine rupture,2017,26689.61533
Western Pacific Region,Ectopic pregnancy,2017,12696.69184
Western Pacific Region,Indirect maternal deaths,2017,73730.7227
Western Pacific Region,Late maternal deaths,2017,6148.950503
Western Pacific Region,Other maternal disorders,2017,90515.22831
Western Pacific Region,Maternal abortion and miscarriage,2017,26039.35164
African Region,Maternal hemorrhage,2017,1118137.896
African Region,Maternal sepsis and other maternal infections,2017,674916.7594
African Region,Maternal hypertensive disorders,2017,714592.8742
African Region,Maternal obstructed labor and uterine rupture,2017,495759.5936
African Region,Ectopic pregnancy,2017,227374.4683
